Localité,TYPE_POINT,FONCTIONNE,COMITE_GES,RESID_ART_,LOCALISATI,ANNEE_IN_1,lon,lat,PREF_NOM,SPREF_NOM,COM_NOM
Zere 3,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,17.66960000000,6.44198000000,Ouham,Bossangoa,Soumbé
Ouama,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.35120000000,4.79600000000,Basse-Kotto,Alindao,Bakou
Bobo,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,18.05630000000,6.46683000000,Ouham,Bouca,Bouca Bobo
,Forage,Oui,,,Communaute,,21.33740000000,4.86987000000,Basse-Kotto,Alindao,Bakou
Bodayo,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.79270000000,6.42971000000,Ouham,Bouca,Bouca Bobo
,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.36600000000,4.76787000000,Basse-Kotto,Alindao,Bakou
,Forage,Non,Non,Hors du village,Communaute,Plus de 10 ans,21.36900000000,4.76570000000,Basse-Kotto,Alindao,Guiligui
Alindao,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.24990000000,5.13508000000,Basse-Kotto,Alindao,Bangui-Ketté
Boto,Forage,Oui,Oui,Hors du village,Hors du village,Plus de 10 ans,18.26100000000,6.58733000000,Ouham,Bouca,Bouca Bobo
Bouca,Forage,Oui,Oui,Hors du village,Ecole,Plus de 10 ans,18.27150000000,6.51172000000,Ouham,Bouca,Bouca Bobo
Bouca,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.27210000000,6.50883000000,Ouham,Bouca,Bouca Bobo
Ngbolo,Forage,Non,Oui,Hors du village,Communaute,Moins de 5 ans,21.06880000000,5.17896000000,Basse-Kotto,Alindao,Bangui-Ketté
Bouca,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.27600000000,6.50633000000,Ouham,Bouca,Bouca Bobo
Nzelete,Forage,Oui,Oui,Hors du village,FOSA,Moins de 5 ans,21.07710000000,5.09206000000,Basse-Kotto,Alindao,Bangui-Ketté
Bouca,Forage,Oui,Oui,Dans le village,FOSA,Plus de 10 ans,18.27860000000,6.50583000000,Ouham,Bouca,Bouca Bobo
Bouca,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.27890000000,6.50795000000,Ouham,Bouca,Bouca Bobo
Bouca,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.27890000000,6.51108000000,Ouham,Bouca,Bouca Bobo
Bouca,Forage,Oui,Oui,Dans le village,Ecole,Plus de 10 ans,18.28000000000,6.51081000000,Ouham,Bouca,Bouca Bobo
Bouca,Forage,Oui,Oui,Dans le village,Ecole,Moins de 5 ans,18.28270000000,6.50369000000,Ouham,Bouca,Bouca Bobo
Karama 1,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,21.27250000000,5.01454000000,Basse-Kotto,Alindao,Guiligui
Kango,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.85450000000,6.42399000000,Ouham,Bouca,Bouca Bobo
Mbika 1,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.31670000000,4.94757000000,Basse-Kotto,Alindao,Guiligui
Lando,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.19290000000,6.49593000000,Ouham,Bouca,Bouca Bobo
Mara,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.92490000000,6.43038000000,Ouham,Bouca,Bouca Bobo
Ngake,Forage,Oui,Oui,Hors du village,FOSA,Plus de 10 ans,21.39520000000,4.73956000000,Basse-Kotto,Alindao,Guiligui
Mayele,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.96790000000,6.43933000000,Ouham,Bouca,Bouca Bobo
Pavica,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.32350000000,4.92284000000,Basse-Kotto,Alindao,Guiligui
Ndozi,Forage,Oui,Oui,Dans le village,Ecole,Moins de 5 ans,18.31850000000,6.54401000000,Ouham,Bouca,Bouca Bobo
Pavica,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.32580000000,4.91575000000,Basse-Kotto,Alindao,Guiligui
Pavica,Forage,Oui,Oui,Hors du village,Ecole,Moins de 5 ans,21.33120000000,4.92101000000,Basse-Kotto,Alindao,Guiligui
Begbaranga,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.36110000000,6.29678000000,Ouham,Bouca,Fafa Boungou
Begbaranga,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.36300000000,6.30319000000,Ouham,Bouca,Fafa Boungou
Bobatoua,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.33630000000,5.83610000000,Ouham,Bouca,Fafa Boungou
Woungba,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.25420000000,5.02397000000,Basse-Kotto,Alindao,Guiligui
Bobono,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.33040000000,5.80832000000,Ouham,Bouca,Fafa Boungou
Bodengue,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.35750000000,6.15937000000,Ouham,Bouca,Fafa Boungou
Poudjio,Forage,Oui,Oui,Hors du village,FOSA,Plus de 10 ans,21.00010000000,5.39551000000,Basse-Kotto,Alindao,Yambélé-Ewou
Bofidoua 1,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.36060000000,6.15356000000,Ouham,Bouca,Fafa Boungou
Bogoin 1,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.35450000000,6.27544000000,Ouham,Bouca,Fafa Boungou
Bogoin 2,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.35580000000,5.89642000000,Ouham,Bouca,Fafa Boungou
Bosseli,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.33300000000,5.82207000000,Ouham,Bouca,Fafa Boungou
Botoukpa,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.37340000000,6.13952000000,Ouham,Bouca,Fafa Boungou
Gbagba,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.51640000000,4.70809000000,Basse-Kotto,Kembé,Kembé
Bouca,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.30290000000,6.46280000000,Ouham,Bouca,Fafa Boungou
Boyele,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,18.34220000000,5.84662000000,Ouham,Bouca,Fafa Boungou
Gbango,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.36520000000,6.31068000000,Ouham,Bouca,Fafa Boungou
Kembe,Forage,Oui,Oui,Dans le village,FOSA,Moins de 10 ans,21.88070000000,4.61275000000,Basse-Kotto,Kembé,Kembé
Kembe,Forage,Non,Oui,Hors du village,Communaute,Moins de 10 ans,21.88100000000,4.61324000000,Basse-Kotto,Kembé,Kembé
Gbangola,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,18.35730000000,6.34736000000,Ouham,Bouca,Fafa Boungou
Kembe,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.88670000000,4.61934000000,Basse-Kotto,Kembé,Kembé
Gbangou,Forage,Oui,Oui,Dans le village,Ecole,Plus de 10 ans,18.34430000000,5.85465000000,Ouham,Bouca,Fafa Boungou
Kembe,Forage,Non,Non,Hors du village,Communaute,Plus de 10 ans,21.89120000000,4.62134000000,Basse-Kotto,Kembé,Kembé
Gpt-Ndozi,Forage,Oui,Oui,Hors du village,Ecole,Plus de 10 ans,18.35390000000,6.26850000000,Ouham,Bouca,Fafa Boungou
Kolenga,Forage,Oui,Oui,Hors du village,Hors du village,Plus de 10 ans,18.40450000000,6.03794000000,Ouham,Bouca,Fafa Boungou
Marali,Forage,Oui,Oui,Dans le village,Ecole,Moins de 5 ans,18.38720000000,6.00882000000,Ouham,Bouca,Fafa Boungou
Marali,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,18.40310000000,6.03499000000,Ouham,Bouca,Fafa Boungou
Marali,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.40380000000,6.03689000000,Ouham,Bouca,Fafa Boungou
Ndozi,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,18.35420000000,6.27544000000,Ouham,Bouca,Fafa Boungou
Ndozi 1,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.36420000000,6.19242000000,Ouham,Bouca,Fafa Boungou
Ndimbi,Forage,Oui,Oui,Dans le village,Communaute,Moins de 5 ans,21.72390000000,4.62099000000,Basse-Kotto,Kembé,Kembé
Orongou,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.34150000000,6.38529000000,Ouham,Bouca,Fafa Boungou
Ndimbi,Forage,Oui,Oui,Hors du village,FOSA,Moins de 5 ans,21.72460000000,4.62449000000,Basse-Kotto,Kembé,Kembé
Orongou 2,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.31460000000,6.43094000000,Ouham,Bouca,Fafa Boungou
Orongou1- 3,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.31600000000,6.42816000000,Ouham,Bouca,Fafa Boungou
Badawangue,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.34060000000,6.60836000000,Ouham,Bouca,Lady Gbawi
Banda,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.57620000000,6.86176000000,Ouham,Bouca,Lady Gbawi
Ndourou-Koli,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.30650000000,5.18432000000,Basse-Kotto,Mingala,Séliba
Bayere,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,18.46040000000,6.78461000000,Ouham,Bouca,Lady Gbawi
Bazoua 1,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.31870000000,6.96797000000,Ouham,Bouca,Lady Gbawi
Dougba,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,21.27710000000,4.62757000000,Basse-Kotto,Mobaye,Mbéima
Bofoui 2,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.38400000000,6.72904000000,Ouham,Bouca,Lady Gbawi
Ima-Langandji,Forage,Oui,Oui,Dans le village,FOSA,Moins de 5 ans,21.26240000000,4.45028000000,Basse-Kotto,Mobaye,Mbéima
Bogardou,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,18.65420000000,6.77682000000,Ouham,Bouca,Lady Gbawi
Mboche,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,21.21620000000,4.40238000000,Basse-Kotto,Mobaye,Mbéima
Boguene,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.63160000000,6.80198000000,Ouham,Bouca,Lady Gbawi
Bokoue,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.32430000000,6.98394000000,Ouham,Bouca,Lady Gbawi
Polonda,Forage,Non,Oui,Hors du village,FOSA,Moins de 5 ans,21.28000000000,4.61074000000,Basse-Kotto,Mobaye,Mbéima
Polonda,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,21.28070000000,4.60925000000,Basse-Kotto,Mobaye,Mbéima
Bomia,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,18.33380000000,7.01486000000,Ouham,Bouca,Lady Gbawi
Serenga,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.28280000000,4.54661000000,Basse-Kotto,Mobaye,Mbéima
Bongo,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.34740000000,6.64260000000,Ouham,Bouca,Lady Gbawi
Serenga,Forage,Non,Oui,Hors du village,Communaute,Moins de 5 ans,21.28340000000,4.55230000000,Basse-Kotto,Mobaye,Mbéima
Botombo,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.24790000000,6.69741000000,Ouham,Bouca,Lady Gbawi
Mobaye,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,21.17810000000,4.31778000000,Basse-Kotto,Mobaye,Mobaye
Boya 1,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,18.50500000000,6.94975000000,Ouham,Bouca,Lady Gbawi
Mobaye,Forage,Non,Non,Hors du village,Communaute,Plus de 10 ans,21.17880000000,4.32840000000,Basse-Kotto,Mobaye,Mobaye
Boya 2,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.54390000000,6.93298000000,Ouham,Bouca,Lady Gbawi
Mobaye,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,21.17890000000,4.32602000000,Basse-Kotto,Mobaye,Mobaye
Bozako,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.56710000000,6.86150000000,Ouham,Bouca,Lady Gbawi
Mobaye,Forage,Oui,Oui,Dans le village,FOSA,Plus de 10 ans,21.18570000000,4.31436000000,Basse-Kotto,Mobaye,Mobaye
Bozena,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.60040000000,6.84249000000,Ouham,Bouca,Lady Gbawi
Mobaye,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,21.19180000000,4.31567000000,Basse-Kotto,Mobaye,Mobaye
Bozoro,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.31430000000,6.95878000000,Ouham,Bouca,Lady Gbawi
Bilo,Forage,Non,Oui,Hors du village,Communaute,Moins de 5 ans,21.98190000000,4.37273000000,Basse-Kotto,Satéma,Kotto-Oubangui
Dawe,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.34040000000,7.02939000000,Ouham,Bouca,Lady Gbawi
Limassa,Forage,Oui,Oui,Hors du village,FOSA,Plus de 10 ans,22.03130000000,4.23105000000,Basse-Kotto,Satéma,Kotto-Oubangui
Douakouna,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,18.63380000000,6.79665000000,Ouham,Bouca,Lady Gbawi
Gbagou,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.27580000000,6.83258000000,Ouham,Bouca,Lady Gbawi
Satema,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,21.68600000000,4.30681000000,Basse-Kotto,Satéma,Kotto-Oubangui
Gbakaya,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.30680000000,6.90106000000,Ouham,Bouca,Lady Gbawi
Gbawi-Boya,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.25920000000,6.77698000000,Ouham,Bouca,Lady Gbawi
Gbougougbala,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.26650000000,6.80389000000,Ouham,Bouca,Lady Gbawi
Kafa-Bobani,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.25350000000,6.62459000000,Ouham,Bouca,Lady Gbawi
Zangba,Forage,Oui,Oui,Dans le village,FOSA,Moins de 5 ans,20.97580000000,4.44126000000,Basse-Kotto,Zangba,Ouambé
Kawa,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,18.50860000000,6.83018000000,Ouham,Bouca,Lady Gbawi
Kozoro 2,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.51150000000,6.83386000000,Ouham,Bouca,Lady Gbawi
Mboki,Forage,Oui,Non,Hors du village,FOSA,Moins de 5 ans,25.94510000000,5.31830000000,Haut-Mbomou,Obo,Mboki
Lady,Forage,Oui,Oui,Hors du village,Ecole,Moins de 5 ans,18.34820000000,7.03733000000,Ouham,Bouca,Lady Gbawi
Mboki,Forage,Non,Oui,Hors du village,Communaute,Moins de 10 ans,25.94800000000,5.31824000000,Haut-Mbomou,Obo,Mboki
Maraze,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.65250000000,6.77404000000,Ouham,Bouca,Lady Gbawi
Mboki,Forage,Non,Non,Hors du village,Communaute,Moins de 10 ans,25.94980000000,5.31860000000,Haut-Mbomou,Obo,Mboki
Mboya-Yanguere,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.38490000000,6.71182000000,Ouham,Bouca,Lady Gbawi
Mboki,Forage,Oui,Non,Hors du village,Communaute,Moins de 5 ans,25.95430000000,5.31574000000,Haut-Mbomou,Obo,Mboki
Ngatoua,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.28280000000,6.84653000000,Ouham,Bouca,Lady Gbawi
Mboki,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,25.95480000000,5.31771000000,Haut-Mbomou,Obo,Mboki
Mboki,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,25.95730000000,5.31574000000,Haut-Mbomou,Obo,Mboki
Mboki,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,25.95730000000,5.31888000000,Haut-Mbomou,Obo,Mboki
Mboki,Forage,Non,Non,Hors du village,Communaute,Moins de 5 ans,25.95780000000,5.31326000000,Haut-Mbomou,Obo,Mboki
Mboki,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,25.95900000000,5.32111000000,Haut-Mbomou,Obo,Mboki
Sogbafo,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,18.47760000000,6.80256000000,Ouham,Bouca,Lady Gbawi
Mboki,Forage,Non,Non,Hors du village,Ecole,Moins de 5 ans,25.95930000000,5.32007000000,Haut-Mbomou,Obo,Mboki
Songbafo,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.46090000000,6.78644000000,Ouham,Bouca,Lady Gbawi
Mboki,Forage,Non,Oui,Hors du village,Communaute,Moins de 10 ans,25.95940000000,5.31493000000,Haut-Mbomou,Obo,Mboki
Songo,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.24910000000,6.66032000000,Ouham,Bouca,Lady Gbawi
Mboki,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,25.96040000000,5.32067000000,Haut-Mbomou,Obo,Mboki
Tegbadou,Forage,Oui,Oui,Dans le village,Communaute,Moins de 5 ans,18.56620000000,6.88972000000,Ouham,Bouca,Lady Gbawi
Mboki,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,25.96090000000,5.32204000000,Haut-Mbomou,Obo,Mboki
Wangue 2,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.30520000000,6.88057000000,Ouham,Bouca,Lady Gbawi
Mboki,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,25.96120000000,5.31315000000,Haut-Mbomou,Obo,Mboki
Yongo,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.26160000000,6.77890000000,Ouham,Bouca,Lady Gbawi
Mboki,Forage,Non,Non,Hors du village,Communaute,Moins de 5 ans,25.96170000000,5.31734000000,Haut-Mbomou,Obo,Mboki
Mboki,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,25.96260000000,5.31503000000,Haut-Mbomou,Obo,Mboki
Lady,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.35230000000,7.05506000000,Ouham,Batangafo,Ouassi
Bodiza,Forage,Non,Oui,Hors du village,Hors du village,Plus de 10 ans,17.97440000000,6.82600000000,Ouham,Bouca,Ouham Fafa
Bodole,Forage,Oui,Oui,Hors du village,Hors du village,Plus de 10 ans,18.01390000000,6.80031000000,Ouham,Bouca,Ouham Fafa
Bokonfio,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.03110000000,6.78068000000,Ouham,Bouca,Ouham Fafa
Bouani 1,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.05940000000,6.74703000000,Ouham,Bouca,Ouham Fafa
Bouani 2,Forage,Non,Oui,Dans le village,Communaute,Plus de 10 ans,17.95380000000,6.80650000000,Ouham,Bouca,Ouham Fafa
Bouca,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.25510000000,6.60984000000,Ouham,Bouca,Ouham Fafa
Ndoumbou,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,17.95510000000,6.80615000000,Ouham,Bouca,Ouham Fafa
Ndoumbou,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,17.97150000000,6.82760000000,Ouham,Bouca,Ouham Fafa
Wangue,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.15890000000,6.63497000000,Ouham,Bouca,Ouham Fafa
Obo,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,26.48070000000,5.37401000000,Haut-Mbomou,Obo,Obo
Yangoumara,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.25250000000,6.60032000000,Ouham,Bouca,Ouham Fafa
Obo,Forage,Oui,Oui,Hors du village,FOSA,Moins de 5 ans,26.48080000000,5.37401000000,Haut-Mbomou,Obo,Obo
Zamboutou,Forage,Non,Oui,Hors du village,Ecole,Plus de 10 ans,18.24200000000,6.59828000000,Ouham,Bouca,Ouham Fafa
Obo,Forage,Oui,Oui,Dans le village,Communaute,Moins de 5 ans,26.48400000000,5.37758000000,Haut-Mbomou,Obo,Obo
Obo,Forage,Oui,Oui,Dans le village,Communaute,Moins de 5 ans,26.48500000000,5.38036000000,Haut-Mbomou,Obo,Obo
Zomi-Gbakoa,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.22970000000,6.59589000000,Ouham,Bouca,Ouham Fafa
Obo,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,26.48840000000,5.39192000000,Haut-Mbomou,Obo,Obo
Beltounou 1,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.63660000000,7.57126000000,Ouham,Kabo,Sido
Obo,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,26.48880000000,5.39359000000,Haut-Mbomou,Obo,Obo
Balalou,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.68520000000,7.46114000000,Ouham,Kabo,Ouaki
Obo,Forage,Non,Non,Hors du village,Communaute,Plus de 10 ans,26.48950000000,5.40403000000,Haut-Mbomou,Obo,Obo
Obo,Forage,Oui,Oui,Dans le village,Communaute,Moins de 5 ans,26.49050000000,5.39849000000,Haut-Mbomou,Obo,Obo
Obo,Forage,Non,Oui,Dans le village,Communaute,Moins de 5 ans,26.49160000000,5.39053000000,Haut-Mbomou,Obo,Obo
Bogama 1,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.72400000000,7.25413000000,Ouham,Kabo,Ouaki
Bogama 2,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.71400000000,7.25677000000,Ouham,Kabo,Ouaki
Obo,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,26.49390000000,5.39977000000,Haut-Mbomou,Obo,Obo
Obo,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,26.49440000000,5.39750000000,Haut-Mbomou,Obo,Obo
Obo,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,26.49450000000,5.38450000000,Haut-Mbomou,Obo,Obo
Boka»wa,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.54040000000,7.28301000000,Ouham,Kabo,Ouaki
Obo,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,26.49460000000,5.40133000000,Haut-Mbomou,Obo,Obo
Obo,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,26.49540000000,5.39777000000,Haut-Mbomou,Obo,Obo
Bokambaye,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.48260000000,7.30057000000,Ouham,Kabo,Ouaki
Obo,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,26.49710000000,5.39478000000,Haut-Mbomou,Obo,Obo
Bokambaye,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,18.51210000000,7.29062000000,Ouham,Kabo,Ouaki
Obo,Forage,Oui,Oui,Dans le village,Ecole,Moins de 5 ans,26.49730000000,5.38909000000,Haut-Mbomou,Obo,Obo
Bongono,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.62160000000,7.25791000000,Ouham,Kabo,Ouaki
Bongonon,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.58050000000,7.27068000000,Ouham,Kabo,Ouaki
Bongonon,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.58050000000,7.27068000000,Ouham,Kabo,Ouaki
Dessi,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.74410000000,7.37849000000,Ouham,Kabo,Ouaki
Dessi,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.76920000000,7.34513000000,Ouham,Kabo,Ouaki
Barh,Forage,Non,Oui,Hors du village,Communaute,Plus de 10 ans,24.84110000000,5.11929000000,Haut-Mbomou,Zémio,Zémio
Biro,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,25.17530000000,5.14771000000,Haut-Mbomou,Zémio,Zémio
Farazara,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.74010000000,7.38515000000,Ouham,Kabo,Ouaki
Guinikoumba,Forage,Oui,Oui,Hors du village,FOSA,Plus de 10 ans,24.60670000000,5.09373000000,Haut-Mbomou,Zémio,Zémio
Guinikoumba 2,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,24.61680000000,5.09451000000,Haut-Mbomou,Zémio,Zémio
Gbafio,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,18.79930000000,7.25874000000,Ouham,Kabo,Ouaki
Ketiessa,Forage,Oui,Oui,Hors du village,Communaute,Plus de 10 ans,25.35820000000,5.35692000000,Haut-Mbomou,Zémio,Zémio
Kakobo,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.46280000000,7.48586000000,Ouham,Kabo,Ouaki
Lanome,Forage,Oui,Oui,Hors du village,Communaute,Moins de 10 ans,25.10610000000,5.01101000000,Haut-Mbomou,Zémio,Zémio
Kava 1,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.50340000000,7.55057000000,Ouham,Kabo,Ouaki
Kouvougo,Forage,Oui,Oui,Dans le village,Communaute,Plus de 10 ans,18.72270000000,7.40943000000,Ouham,Kabo,Ouaki
Tambane,Forage,Non,Non,Hors du village,Communaute,Moins de 5 ans,25.19920000000,5.17699000000,Haut-Mbomou,Zémio,Zémio
Tambane 1,Forage,Oui,Oui,Hors du village,Communaute,Moins de 5 ans,24.98990000000,5.09150000000,Haut-Mbomou,Zémio,Zémio
Ndafourourou,Forage,Oui,Non,Hors du village,Communaute,Plus de 10 ans,18.65830000000,7.25979000000,Ouham,Kabo,Ouaki
